,train,val,test
0,TCGA-G6-A8L6-01Z-00-DX1.4B152639-AA5E-45C2-94AF-33549D343ED0,TCGA-BP-4987-01Z-00-DX1.6c63360c-7ac1-41f3-916f-214a4017e455,TCGA-BP-4987-01Z-00-DX1.6c63360c-7ac1-41f3-916f-214a4017e455
1,TCGA-B0-5113-01Z-00-DX1.db0ceba9-8e15-4308-bd78-dc587f5606a0,TCGA-B0-4945-01Z-00-DX1.590b650c-c9cb-4601-886c-fde0ccd9b90d,TCGA-B0-4945-01Z-00-DX1.590b650c-c9cb-4601-886c-fde0ccd9b90d
2,TCGA-BP-4771-01Z-00-DX1.7b5ab331-81fe-4688-91ad-851a44191841,TCGA-CJ-4895-01Z-00-DX1.C4089710-6CCB-4591-ACF6-B0AAC187690F,TCGA-CJ-4895-01Z-00-DX1.C4089710-6CCB-4591-ACF6-B0AAC187690F
3,TCGA-BP-4976-01Z-00-DX1.da190cd4-651e-47d9-8573-afb8395c02bc,TCGA-B0-5690-01Z-00-DX1.3f15b28e-03d0-43e9-b289-2697316f4e30,TCGA-B0-5690-01Z-00-DX1.3f15b28e-03d0-43e9-b289-2697316f4e30
4,TCGA-B0-5115-01Z-00-DX1.f07e128b-5a67-409a-a420-ce953f291364,TCGA-A3-3313-01Z-00-DX1.10f8cd5e-1c4f-4bb4-96f3-c612f093fc80,TCGA-A3-3313-01Z-00-DX1.10f8cd5e-1c4f-4bb4-96f3-c612f093fc80
5,TCGA-G6-A8L8-01Z-00-DX1.32E022BA-9959-4E2F-9D9D-AEEB5B7E7E9F,TCGA-CJ-6031-01Z-00-DX1.372B4225-F672-4E8F-9873-3A4FE6A7982A,TCGA-CJ-6031-01Z-00-DX1.372B4225-F672-4E8F-9873-3A4FE6A7982A
6,TCGA-BP-4969-01Z-00-DX1.30906c32-0008-45d9-9a37-d468cfcb28e3,TCGA-A3-3335-01Z-00-DX1.b36f9bd5-d005-4d81-ac3e-c768502ca06b,TCGA-A3-3335-01Z-00-DX1.b36f9bd5-d005-4d81-ac3e-c768502ca06b
7,TCGA-G6-A5PC-01Z-00-DX1.1E7A6945-7AC1-438D-B1EC-C45BEFC6851E,TCGA-CZ-5454-01Z-00-DX1.c82ae31e-d805-4f7c-aca5-894ccf9fdd47,TCGA-CZ-5454-01Z-00-DX1.c82ae31e-d805-4f7c-aca5-894ccf9fdd47
8,TCGA-B0-4836-01Z-00-DX1.941575cb-e795-4c45-ab74-640e2684c340,TCGA-BP-4982-01Z-00-DX1.c2a2e876-e500-412f-b937-30a3824af803,TCGA-BP-4982-01Z-00-DX1.c2a2e876-e500-412f-b937-30a3824af803
9,TCGA-BP-4765-01Z-00-DX1.eeb51a80-0a8d-428e-ab84-92769b558a76,TCGA-EU-5906-01Z-00-DX1.49598f26-e980-424e-be04-98c9f6cb3d25,TCGA-EU-5906-01Z-00-DX1.49598f26-e980-424e-be04-98c9f6cb3d25
10,TCGA-B0-5116-01Z-00-DX1.48fbc5d2-2fda-4ad3-86ee-ab43fb0f56cb,TCGA-CZ-5460-01Z-00-DX1.369e0c80-f187-4e65-bf6b-e6e088fcc895,TCGA-CZ-5460-01Z-00-DX1.369e0c80-f187-4e65-bf6b-e6e088fcc895
11,TCGA-BP-5190-01Z-00-DX1.1bc4a76e-f264-45fc-ad34-6c77593c4cc4,TCGA-B0-5695-01Z-00-DX1.60ef3025-1240-4d7d-b73f-28b27fa094d8,TCGA-B0-5695-01Z-00-DX1.60ef3025-1240-4d7d-b73f-28b27fa094d8
12,TCGA-BP-5185-01Z-00-DX1.e965a765-7610-4299-8a21-b4e004f6892e,TCGA-CZ-5463-01Z-00-DX1.3abac01c-cdd3-4ea2-9a2e-ac0bae861fc1,TCGA-CZ-5463-01Z-00-DX1.3abac01c-cdd3-4ea2-9a2e-ac0bae861fc1
13,TCGA-BP-4776-01Z-00-DX1.97ce4fa4-eaa7-47c0-8baa-5aeba076696b,TCGA-BP-4977-01Z-00-DX1.b40b5355-757d-42cc-91b2-333871afbb57,TCGA-BP-4977-01Z-00-DX1.b40b5355-757d-42cc-91b2-333871afbb57
14,TCGA-CZ-5465-01Z-00-DX1.1b6e44b4-cfa8-4804-a5d5-b50876b95669,TCGA-BP-4781-01Z-00-DX1.5bb96821-4711-4fb3-8fd6-5469240a050b,TCGA-BP-4781-01Z-00-DX1.5bb96821-4711-4fb3-8fd6-5469240a050b
15,TCGA-CJ-4639-01Z-00-DX1.78EC26B2-D619-4E01-AD44-813201E96DBB,TCGA-BP-5170-01Z-00-DX1.ae43bef7-3d81-4f69-be37-b4958bf79939,TCGA-BP-5170-01Z-00-DX1.ae43bef7-3d81-4f69-be37-b4958bf79939
16,TCGA-BP-4327-01Z-00-DX1.fd80b9b2-ec68-4e6a-b0ce-a08c9baba9b7,TCGA-CJ-4916-01Z-00-DX1.9C306902-51B1-4968-BB06-DE21606DD963,TCGA-CJ-4916-01Z-00-DX1.9C306902-51B1-4968-BB06-DE21606DD963
17,TCGA-B0-5699-01Z-00-DX1.e53ec6c8-f6c1-4669-bcdd-c2d04acc6a08,TCGA-CJ-4885-01Z-00-DX1.7B74D046-B821-485E-934E-6D3278355822,TCGA-CJ-4885-01Z-00-DX1.7B74D046-B821-485E-934E-6D3278355822
18,TCGA-BP-5200-01Z-00-DX1.857a5a60-4cbb-4aa1-ad71-2de6e7e1df30,TCGA-CJ-4887-01Z-00-DX1.66F5343A-537E-44B4-815E-20BC4B831D9B,TCGA-CJ-4887-01Z-00-DX1.66F5343A-537E-44B4-815E-20BC4B831D9B
19,TCGA-B0-5812-01Z-00-DX1.668e75ce-2d02-47aa-9ce4-9931dd53e9a4,TCGA-BP-4173-01Z-00-DX1.caac2fb6-767e-4e13-87d4-1a8b9558120b,TCGA-BP-4173-01Z-00-DX1.caac2fb6-767e-4e13-87d4-1a8b9558120b
20,TCGA-B0-5119-01Z-00-DX1.0efec19e-0a46-4951-926b-d172fb90b2a1,TCGA-B8-4151-01Z-00-DX1.70d1897f-f121-4e02-a028-91fadeff2229,TCGA-B8-4151-01Z-00-DX1.70d1897f-f121-4e02-a028-91fadeff2229
21,TCGA-BP-4986-01Z-00-DX1.5ec99523-8b9a-482a-8e74-f5b9a076a986,TCGA-B0-4828-01Z-00-DX1.e7b639f3-13e2-4886-8a53-f3fff0d24fbe,TCGA-B0-4828-01Z-00-DX1.e7b639f3-13e2-4886-8a53-f3fff0d24fbe
22,TCGA-BP-5202-01Z-00-DX1.d7e64bbb-d747-4a01-a5d6-26ad5a1e8a13,TCGA-AK-3425-01Z-00-DX1.39FD616C-3050-41E1-BF80-D2069E492FDE,TCGA-AK-3425-01Z-00-DX1.39FD616C-3050-41E1-BF80-D2069E492FDE
23,TCGA-BP-5189-01Z-00-DX1.cfffe175-da76-4edd-9187-0570a877127b,TCGA-CJ-4888-01Z-00-DX1.3C25F016-BC38-4B8A-9DCF-6ACCDEEC2525,TCGA-CJ-4888-01Z-00-DX1.3C25F016-BC38-4B8A-9DCF-6ACCDEEC2525
24,TCGA-BP-4803-01Z-00-DX1.6d00ac00-b812-44bf-a826-b24194bd8ab0,TCGA-B0-4839-01Z-00-DX1.0c13b082-d7e6-4327-b5cc-ab6bd99b78aa,TCGA-B0-4839-01Z-00-DX1.0c13b082-d7e6-4327-b5cc-ab6bd99b78aa
25,TCGA-BP-4163-01Z-00-DX1.1dc1c4fb-2691-42f8-b62f-c51db47b30dc,TCGA-A3-A6NN-01Z-00-DX1.4769C9A7-02D2-4080-8AA1-CD34F11CB344,TCGA-A3-A6NN-01Z-00-DX1.4769C9A7-02D2-4080-8AA1-CD34F11CB344
